id,razorpayOrderId,razorpayPaymentId,daimoPaymentId,daimoTxHash,amount,currency,status,paymentType,paymentVerified,createdAt,updatedAt,razorpaySignature,ticketId,buyerEmailSent,buyerEmailSentAt,buyerId
12faa944-31da-4a64-b8f2-82c51f2c2274,,,5uwCZipHqqZ28Qe7TBpAHPZqZt7avN53En5mJbh8a7Vu,0x61a0e2653830d616c4bc96f704feb1065e9f6f284d480f9d57edaa2ee3a2b428,1.1,USD,paid,DAIMO,t,2025-12-20 07:41:04.687,2025-12-20 07:56:15.211,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 07:56:15.21,50277c90-49ab-43cc-93af-5176529146d1
c708a031-ca42-4ee7-aa83-5d3c561062dc,,,FkJMsBYdRAgF69eXxPK5S5kQNNsVaDedddMzsoyuAbck,0x45880bf12ea077b65684f517c3ae31d2e4c82659169089b95363d1c7fcb58442,1.1,USD,paid,DAIMO,t,2025-12-20 07:53:04.857,2025-12-20 07:54:23.927,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 07:54:23.926,1bba9ab2-ad66-49f2-b966-39e0f6881c16
5e629647-3ea1-4d39-8c08-518788df5045,,,BwSK8yiXWV98JhNXRqHEBb3nkvyjUPjKLB7aRovLRWNh,0x0874441f9f11558db1b08ef8b6acb0781c989a30163ec3204b2224d82f360ccf,1.1,USD,paid,DAIMO,t,2025-12-20 07:54:06.138,2025-12-20 07:56:50.524,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 07:56:50.523,384f7462-2689-42cb-b234-5f31166f286d
0acc492d-7cff-4103-9d6b-262428ab833a,,,3LHa3Wa9FGKzrA3bAKi4RamLWW45gehnE2QCLuY2jcri,0x5050acc36817d6b4cb79ee0f5d4a57176812a7ec6beb46533bc179cd4385bac6,1.1,USD,paid,DAIMO,t,2025-12-20 07:56:39.22,2025-12-20 07:56:58.837,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 07:56:58.836,0a453720-3aeb-4529-aef1-04e64a7d9e4e
d6087f41-23ba-43d7-8386-9ccf91450918,,,GwVsdmCtcehuPVbRMQqvJs3jLwX2yCqaqB9ZZaVAqgMe,0x21c1ca49303230d062afb9c87bf92a5e909d197492c453d5a2fc89fe6037cb5c,1.1,USD,paid,DAIMO,t,2025-12-20 07:58:03.885,2025-12-20 07:58:23.358,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 07:58:23.357,6930f32f-0b16-45b5-8c30-d75b69beee07
c3cfe01a-4d40-4528-b321-841ebe973877,,,DiUSgxWLkRDikMGDcaJdL8nq6jJyrTnMFYZ4ujjJFH9h,0x0c76a4e04d9bd70c5f83327832c8845f536fae4e977a13508c08b4e83085aa34,1.1,USD,paid,DAIMO,t,2025-12-20 07:59:18.693,2025-12-20 08:31:32.387,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:31:32.386,e6159f0e-306d-43f9-bcb8-45ee68c185ac
7e9e6a9b-f763-4a64-ae03-c15878d3e252,,,2YP4Zu1h7tXqbhuXBiiB6D2kKV3egEnKcuX7NByxFUen,0xf5af72a450ebe6d70e5a93f4de2d0f9ae2cc497fd1606981916a14fce6a8bbe4,1.1,USD,paid,DAIMO,t,2025-12-20 07:57:57.836,2025-12-20 07:58:46.766,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 07:58:46.765,13e59740-9ee1-4a25-9dfb-994bf28bfc71
4f8845cf-bbd4-4016-92b3-833fabef2d2a,,,8ucLL4YRGPP9uAWbRbcik3whiwBZAFjiVCGSoik2xLN2,0x9121faf90f3946822230eca83213ad28899fd3122e2395c07859924836b02dc3,1.1,USD,paid,DAIMO,t,2025-12-20 08:02:42.07,2025-12-20 08:03:11.377,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:03:11.376,8694d5c9-de70-4c93-a64c-1cf72900f19f
f314c2f7-e8c7-4e7b-9269-155a19b43c7c,,,2Hgn1CBJyuNPUZDdszCEafGaDyt9K8hsxS6Ugxe7wnwo,0xa9fb7bcc83f65ba235dd238bd19cd12cb953b92b26cd06a588817723bbfb67b7,1.1,USD,paid,DAIMO,t,2025-12-20 08:01:29.017,2025-12-20 08:03:20.468,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:03:20.467,d253437b-5adb-4eef-b885-097e12e31beb
ff2ffd24-d196-4abf-ae50-6a6aa92c6121,,,HLoqTQwiEEMv2tk72bzchAjUyFBuwt2XULeciSESLXdd,0x09823d4f89e89aa23ba77d19e41d1c2382ccd5160c3966b94eb53456bf439ae0,1.1,USD,paid,DAIMO,t,2025-12-20 07:57:20.335,2025-12-20 08:05:31.014,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:05:31.013,4bf5a832-0cee-4c43-9bca-ee09b19c6af3
9d95390a-5ae4-4055-8149-301db7fd6818,,,XkRsciuZ3bdMmCchqTaJnZ3q45RLRLCFqn3ptePaNBy,0xc961eb5e7d8c26e282fcafbc94523d9c7257103d28c0abb49b6f91455823ceff,1.1,USD,paid,DAIMO,t,2025-12-20 08:05:43.421,2025-12-20 08:07:40.784,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:07:40.783,910ee6d2-b9d6-4470-9c55-d9d766409fb0
03006711-bdc3-4f5e-ae0c-b66d04909908,,,4VL7GMVV2SutV7eTZbjshSjCo9uz7hzeCVHV3yaLVpSi,0x1fa955af92607b7f6652449f18c53a9d54980043b22de24689af4eca52ad2cf8,1.1,USD,paid,DAIMO,t,2025-12-20 08:09:59.041,2025-12-20 08:11:09.163,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:11:09.162,ecb623ef-0c67-4ffe-b533-48be58005de2
9af0966b-1e9b-469b-aaa3-4b0269b1f191,,,3rPeM7Yje3N9WWV5Sppm49BYcEpZUXFhbA18aLTNifqJ,0x0282f9c7e7e51ef5d67f6ad3f8c92902b41cce32988c5614ad66de58f244c51f,1.1,USD,paid,DAIMO,t,2025-12-20 08:09:39.966,2025-12-20 08:12:42.712,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:12:42.711,5dd42e8e-6d0d-4d25-9e1f-49b421187a0a
ddd06563-cc54-40cf-95cc-badccc6ae059,,,8hDwP1Q4RT1Akr1JBL9RHv8DPEi9kUe81HsZ9mKUa6CF,0xf50bb7facbc7d929da12bbd66ea745863f044e2875537704f703fe3480acaacf,1.1,USD,paid,DAIMO,t,2025-12-20 08:11:06.224,2025-12-20 08:11:43.349,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:11:43.348,91935e5e-89fe-4bd0-a64c-8c2da47fa6c5
f52054db-8c9c-4b9a-9242-6400c343a259,,,3taLp64yU53T2piaCgYmiTxxCEabxy2mgqQGua1JZs5A,0x03e488dbf1eac99177c5394e8f624fabeac99247dc10f2b15d18b5c451058920,1.1,USD,paid,DAIMO,t,2025-12-20 08:30:43.34,2025-12-20 08:31:30.258,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:31:30.257,320731ce-04fd-4974-80ad-cf22e7c44207
50eaa7a3-a203-4bb7-aa17-29ab2a5d3e4c,,,68MspUzMCyVzYWLySKd8kaJkHSSJBu2WUttdCD2pzwbJ,0x37fe0a49f5431aac6cc474e9c916590e722ead771e769a4ad75a1d661511327b,1.1,USD,paid,DAIMO,t,2025-12-20 08:15:42.641,2025-12-20 08:19:46.816,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:19:46.816,f99a7f86-b3b1-432c-b783-ac18fc903032
d1bff075-f2f2-4027-a51a-35c0cb60de79,,,C6yxuhiHW3tmSBM2o3RjyyczakyFLKUX61SWLr9Nau4u,0x3c79f7198869b0b7fdeadf16992c3ccae8815290f0f8528e9327281ddcfd781c,1.1,USD,paid,DAIMO,t,2025-12-20 08:32:58.934,2025-12-20 08:34:03.399,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:34:03.398,3b3b41bd-c43b-4fe6-9e01-b27cccbff116
f29bf040-4cb6-4c5f-a80d-8dacab9e44d0,,,AR24g9dYMdrssVh4ZSummm8VcLyatXw35o3MVnxnb3Um,0x61f54134aa9d875c34b1c96c37893231cd844490004ce145703b3f29e241bc09,1.1,USD,paid,DAIMO,t,2025-12-20 08:32:33.422,2025-12-20 08:34:30.882,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:34:30.881,424acb19-0634-4321-9e3f-f16b21c38739
901335b3-5fb8-47c1-8708-14ed94de9893,,,B6cpERrpkYyNTJEmFet2ZBeZPURimw3aFrsK6XLtSHdh,0x31e52d52e5d6af474470996767672fdc2ed82c3be641b9fd6c066d6904b5677b,1.1,USD,paid,DAIMO,t,2025-12-20 08:15:38.885,2025-12-20 08:38:19.674,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:38:19.673,7bc9b7db-f315-4623-8d11-378b88030675
770d38a3-5ae4-4bfc-97ca-9237a0ed8391,,,C6Qe2jVD2qqeuvCQ8WDsr45B9ZDX8mMoMrfGcF8onKG4,0xf52c88f146b8c04d1ba4616c2b86ec979dd3be5df47aef7fc2540f81623fa6ce,1.1,USD,paid,DAIMO,t,2025-12-20 08:33:30.769,2025-12-20 08:38:37.528,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:35:44.393,bdf359bf-0525-465e-a9a2-f46a01fb0e08
65c4ccc7-f9a5-4e20-9095-9d3fba87c858,,,5p7yHL6XtJ1NtfS3k6w9LPJJC7F7dvPUFEkzWsUj9wP8,0xf1ff73705efee5a4af01abb387d27471e598b837e668daa27d45fceb515dd2c1,1.1,USD,paid,DAIMO,t,2025-12-20 08:38:18.176,2025-12-20 08:39:27.896,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:39:27.895,699e64dd-a31c-47b8-a646-fc1871db70fe
015fcf24-49b2-41e9-975a-72ea94e236a1,,,DFZkvZG29H5rUtp4Ef53fp7ufwX3yhpziRwkoH4UeyNu,0x5f4cca30cb60b482f23fbbf8a948fe389ab693f57699df7618e723531f5854a1,1.1,USD,paid,DAIMO,t,2025-12-20 08:39:16.763,2025-12-20 08:40:05.518,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:40:05.518,9b6c4f7f-d910-447f-a76d-c4bcb7e96966
732d748f-a05b-41c4-9387-bcae0b23e47d,,,31HYANaYoBXxJQZAj5d19BC8YL5UUgsKQEiBYyCvne2E,0x94b98ab8b9b02f6c17dee90fb72e7928b5659685cc6c58bce8902af57fe98fde,1.1,USD,paid,DAIMO,t,2025-12-20 08:38:34.208,2025-12-20 08:40:28.388,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:40:28.388,039583db-2ebc-4d47-b31a-b010708356cc
91cd42b5-48b8-4938-911f-19b455abb49b,,,Fv2wCPbKqVjbaKBxKATtZMp3sCw4uZjQD1MQ9YWDFGSy,0x5f8ca8e414191291581ec62e3597d3499ad06582f99b7157b9514232f12a07fa,1.1,USD,paid,DAIMO,t,2025-12-20 08:22:51.184,2025-12-20 08:24:15.485,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:24:15.484,3867e0c8-9367-4436-a51a-fbb4a25d24f0
2dead888-4f1d-4692-b97f-caf544785b27,,,ACh2o2n7HGUQT9vqaS9MEGsLBUBX13kDSS8bQsx1FeEo,0x165d25432694491bc1b9ff5598b0bf295d39a1832cb1757e75b82253af305488,1.1,USD,paid,DAIMO,t,2025-12-20 08:19:03.054,2025-12-20 08:20:07.029,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:20:07.029,102b02d2-7dc1-4b57-9e2e-03a33e0fdd9b
779106c0-f4b4-4d3f-bdf3-e92bd9d2a3b0,,,CoJXcK315RcKwMhMocYu7TACufAgcapsQjdJsubCrxgF,0x1504beee3a9f6fb85cbca545e3dac7f6fbe738f4bf0c86a0ce5853a96cd68b46,1.1,USD,paid,DAIMO,t,2025-12-20 08:20:00.652,2025-12-20 08:21:08.803,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:21:08.802,412c9595-3c1f-404b-a9c7-01aa6a4fa407
61b1bf78-85b5-4497-81ae-f0b9de31e3c8,,,FhypGwmmEnApXomKhCAAYRutT7UWQMNo8x9As44cxegT,0x025060f0798ada2e15545f94a935a13f87a413ce0bb79b6a4a9922e63d7b0d68,1.1,USD,paid,DAIMO,t,2025-12-20 08:11:13.636,2025-12-20 08:21:31.027,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:21:31.026,7834b1fa-1df9-4769-bdc5-598bdbe7ae8b
c6886b5e-1959-4e3b-b2f2-778309f933f1,,,A1QEBjKxSwagSdnCGoymUVPiz1Rsco5AsVm5u96D74rk,0x4fb68d3b2789d4ecaa63909cf97a24444f9b6e13b976b60c273f604da75b6d99,1.1,USD,paid,DAIMO,t,2025-12-20 08:20:41.61,2025-12-20 08:21:55.323,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:21:55.323,e9c4a780-f967-4f0b-b499-1413726fd95d
cafcc822-d819-4085-b3e5-51298dbda7cf,,,mg1JUua8E7faMgHgtMVbfjy796njE3F4ffuANh9wvrp,0xd253f6ed54c6b10d1556a825298ea0c80d15fa06b1b577c2d985cee90d084e0d,1.1,USD,paid,DAIMO,t,2025-12-20 08:23:17.278,2025-12-20 08:24:40.899,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:24:20.676,b8532eb5-6aac-44a2-807e-736fb1e25780
1060a360-33ba-42a5-a5da-6cca06b01af6,,,3SvggiToxs5NfPvVgcQrEXUJu89HXSF7pKrVzDj5FUrh,0xd78f94e73f6320218cc7685321c11288753c247a08316467a8e42cdf87b927d1,1.1,USD,paid,DAIMO,t,2025-12-20 08:27:27.119,2025-12-20 08:28:59.322,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:28:59.321,d0c2bbd3-82d9-4d0e-be78-7445c2486203
6b8336b6-98f2-4593-866e-a7c078c81fd5,,,Ft9AUaJ5djQWCVQnBPK7FXQVqjzRVw6PMQtYL4VE29F2,0x4e4fd643f5692142b3c868589f817a748e2d15d1f2a71f743d5a3caf9c43baa7,1.1,USD,paid,DAIMO,t,2025-12-20 08:28:46.863,2025-12-20 08:30:16.58,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:30:16.579,1d76aa71-6cb5-4367-a657-769df9cf054c
fa5fe23f-bdd8-498c-8d28-5af48bde38b4,,,893bq9EnSWqwXpRVqaEVaAh7jchhB6XRduKpCMYA69RK,0x5c747f5f42e33cc6e8cd1b1063a0159eefff54273b542c84cadbedef0245b1fc,1.1,USD,paid,DAIMO,t,2025-12-20 08:28:02.878,2025-12-20 08:35:21.167,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:35:21.166,25520411-6d0d-47f3-bf48-b3ca5036dba2
bc5bd966-33a3-4aa8-9e93-d8c627cce079,,,4D76FhJgwcDhQa5BnLxpkGG9Smns9XH8Kz1fHPoBvUm,0xa6c531ea19a93edd4ee6a51c05feadecac31a0bd5dd6f44477c07dbe01fa3efe,1.1,USD,paid,DAIMO,t,2025-12-20 08:36:58.408,2025-12-20 08:37:48.705,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:37:48.704,7b35d4c9-470f-4156-b4bd-08b9c8e52b89
39de931f-01b7-49e7-9df1-f6f3604f2c63,,,8scGDsqXmAnyeiGfWk9Hb2RQYPbHhw3ni7Zj33M7Cfsz,0xeaa9e3bb6c1531722da56905ee93130d6d88a4d1052367727651a53822a42919,1.1,USD,paid,DAIMO,t,2025-12-20 08:38:00.177,2025-12-20 08:39:11.948,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:39:11.947,c135f549-2c9b-440f-b297-67ee833e3d51
34da961c-e576-4cba-bf2b-ef742af975c8,,,83sov3ej8LcL6MTRPSeGzZFi1D821LAzKEMhRAD67NTs,0x7fe522b06345a766f6b3cb90b560530fe1605e32ed8ae76d49e4f87292886ad1,1.1,USD,paid,DAIMO,t,2025-12-20 08:41:03.368,2025-12-20 08:41:46.074,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:41:46.073,b6e84413-2778-4b92-a700-1801843e6190
405bbc71-2f07-41f7-9192-6cd7b91c3bc7,,,4vrGfUQPzRXXoHNBzwpFY8i2DuDwQ5QKrxk7jGf1oMHq,0x4c588cdb453bce64b1d410a3492ea77e60d438fb672064b77e9e1780249c6ae6,1.1,USD,paid,DAIMO,t,2025-12-20 08:37:01.982,2025-12-20 08:41:55.468,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:41:55.467,8a1dec53-5cb1-4de9-8fd1-a79240a6be9b
69de6269-9f14-4360-bfe1-5cd5aa984000,,,DLouvuzFniA6jcC6WVFiHrGQigTuz8euQjAXbH2AG3M9,0xe0c2027a49ea6ed616c6a93502ed7eb5c4e04ab6463ba483ae786ff0ac01ed0e,1.1,USD,paid,DAIMO,t,2025-12-20 08:41:40.883,2025-12-20 08:42:37.179,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:42:37.178,c3fcaa3a-b9e3-4230-bb57-37b20131ebdf
77034ccc-6c9c-475a-8b87-e7ae01a7673f,,,DMXF8iutZTnzTP7bQGnisuH2Ppf7PSfEvwPZBhte1gDS,0x1b91218b81114c4edcc27855d8e959e21fe6300bbb3f5b5398e7a4995f66d783,1.1,USD,paid,DAIMO,t,2025-12-20 08:41:55.204,2025-12-20 08:42:43.144,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:42:43.143,d3e10631-9705-4b18-92d1-b05fff2d19ad
df437491-a516-4028-9dae-7c4298d3ff16,,,6sk5iU2oWKPqvYCkiLitUvBrqy8bA2Zh2gUszhYjQ6F4,0xb2211ec4a50e733db820f86e3232b98129657883aebfedf460fb8576b606e2a2,1.1,USD,paid,DAIMO,t,2025-12-20 08:42:28.767,2025-12-20 08:43:04.857,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:43:04.856,677fb0ff-8b29-4e66-b431-3b2f091b5ba2
5ca9d670-db57-46dc-b0b4-53e1f212bc74,,,9j3BFYA2JLEv9yy6ePhXqeXuauSjR6jf4PmAZCD2C6Fx,0x860cd8f28bb4cd097bb8c997a7a395e0f616f4324bc3b343a5e145b29487a3a2,1.1,USD,paid,DAIMO,t,2025-12-20 08:37:18.955,2025-12-20 08:43:25.634,,a8158ee9-342d-4cd5-8541-5beda1ad2021,t,2025-12-20 08:43:25.633,24ea49d6-4b29-421a-88ac-61153c1559a7
